tweets,labels
Sat in traffic for over 25 minutes now.... Happy Monday to me.... Happy Monday toooo me....,0
Applause to those fans who got Zahra fired.,1
Jitan Ram Manjhi: From a low profile politician to a dalit icon,0
Daily on is out! Stories via,0
"it's only been a baseball standard for 100 years, we should definitely stop using it now, got it all wrong",1
good evening lovely equestrians,0
Radhe Maa: All these stories are made up People: Not as much as your face,1
Did they start a countdown clock yet?,1
"Whoa, whoa, two favorites on that last tweet in under five minutes. I'm DEFINITELY popufur now!",1
Only way to resolve any conflict is thru dialogue not,0
All the protesters in Riad Soleh are topless and full of tattoos!?! Is it a possibility they belong to the same group,1
Yay! Who knew a WEEKEND crew of less than 15 could empty a quart of creamer in less than a week?,1
Do not argue with an idiot. He will drag you down to his level and beat you with experience.,1
Thanks for being the best friend ever and replying to my sc. Really 😒,1
Donate to support and his team for noble cause to raise money for in developin world,0
White House candidate Kasich warns fellow Republicans about 'painting a red line' on Iraq d...,0
Another GOP candidate who signed Grover Norquist's anti-American pledge has dropped out. Who will be next?,0
"""Why raise the minimum wage to an amount people can actually live off? Why not just make them scrounge and work 24/7?""",1
So xanax and valium are classed as hard but doctors hand them out daily... ask them for medical and they'd call the,0
Will people use free suncream?: Will a Florida project be a success?,0
"In many ways alcohol greater danger to fighters than many PEDs. is what will lessen PED use,not lengthy suspensions",0
"you know, feminists can't be sexist. Just like (insert colour of choice) can't be racist",1
Don't you just hate people that have two faces? Like how'd they get so lucky... 😅,1
"Of the top 10 drugs known to cause violence, 8 are",0
"So, based on transcripts w/Brady's unequivocal denial under oath &amp;Goodell's ruling, should expect perjury charges?",1
There are two types of people who say very little .the quiet ones and the gabby ones. - Joe Moore,0
What's a fast-track train journey? intended.,1
"Like idk, I guess I'm kind of happy I'm on tour with mutual. I hope.",1
I love it when Lucas hacks my Twitter account because he's playing a game on my iPad.,1
"Hobby Lobby was closing as the storm appeared. So, I was forced to go to TJMAXX also....oh noooo!",1
Who Will You Vote For In The 2024 Presidential Election?,0
"Music Hall designers, timeline set for $129M rehab",0
Daily on is out! Stories via,0
Shit. It's too now 😂😂,0
Pelosi: Probe anti-abortion group over Planned Parenthood videos,0
"Deutsche Bank Championship 2015: Final Leaderboard Scores, Prize Money Payouts",0
It worries me that Benzema has so many medicals a week 😜,1
holding my finger up to check which way the wind is blowing,1
"Ever have one of those days? Yeah, me either. 😂😂😂😂😂",1
"Reading comprehension program for students in years 5, 6 &amp; 7",0
yeah I really feel for you,1
"I love being given one day deadlines. Brilliant. Thank you so much, you kind adorable little bunny...!",1
On club ticket BA woman LHR-AMS not letting me priority boarding plus didn't realise I'm in wrong queue.Explain,1
Pretty sure my Milwaukee (and maybe Houston) friends are thrilled to see this,1
Some top notch animation,1
lets not try this at home but lets show it on pub media so that kids get the idea to try it,1
ohhh I get it!!,1
Study finds two-thirds of gluten-sensitive people had no ill effects when given gluten: submitt...,0
But Diplomatic relations are fixed and Embargo is being worked on...,1
Oh how I look forward to this every month😒😩😡😭😂,1
Clearly the answer is to just let everyone walk around armed.,1
"Watch: Ben Carson on Pope Francis Message of Tolerance: Muslim comments were ""Certainly not out of ...",0
With everything that's going on this just makes it all right. Turn on the rainbow lights &amp; let's celebrate.,1
Laurel would like to remind you that DEUCE is only for.. -Navy SEALs -NFL Prospects -Fitness Psychopaths,1
If my math is correct that's the 4th time a row that's so cool,1
Can't believe Navi Mumbai is trending Nation wide,1
Omg!! Huckabee is tweeting on stage! haha,1
he can't possible be good enough to learn about rugby union in 12 months - after all he is just a battering ram.....,1
"Yea, this song doesn't make me feel old.....at all.",1
guess it really had a huge impact on your life!,1
"Oh man, I have a Twitter account? Been AGES since I've even used this sucker",1
Even I know these names. It takes 5 minutes to read articles from time-time,0
"So do you like gardening? ""Haan mein Baaghi hoon."" ( I'm silly I know) :p ^_^",1
"I'm so pleased today is the boy at nurserys bday, we've been repeatedly singing since home time",1
Outrage erupts in Britain as heterosexual lobby demands equal rights with gays.,1
thanks I totally needed that!,1
the night and eat snacks and tell jokes or play games. Her least favorite? My sarcasm. But what does that little dummy know anyway!,1
"A little to get you through the rest of this week. Pedal on, friends!",0
Better than :) HAPPY BIRTHDAY TO Ma'am Madonna (You). ;-),0
are you hoping to see Tiger light it up like he has been? I know I am.,1
"""He had me at the moment I saw his crotch"". I can already tell this is a romance that will move you.",1
Nothing like ripe first thing in the morning.,1
Damn FAA and their silly rules...,1
"Drinking rusty nail water to up my iron. It's what they did back in the day, kids.",1
As long as we agree there's no such thing as climate change.,1
ha! $AAPL be sure to get short kids because articles like this....,1
"Facebook have built a drone, and it doesn't look creepy at all...",1
I just found out they are remaking again....WHY?!? They did such a great job on the last one tone,1
"I love jet lag, yes I do. I love jet lag how bout you?",1
When you find out things that happened months ago on your birthday 😅,0
yes that's why you tweet me so often and let me know how the season is going! 😞,1
Im only afraid of animals just incase you wanted to know lol,1
16 days till my 21st birthday!!! Can't wait,0
"my fav is when they try and shit-talk your bf without knowing him, trying to make you question him",1
but I think you're right about the trumpet. you can even see them playing in the background if you look close,0
"I see brought out their vintage ""HD"" cameras to cover this baseball game. Good job!",1
Feels GREAT to be isn't! NOT! Ramos your showing very well as usual! ;-),1
Scott Walker: Corporate America’s Chosen One; A Koch Brothers Lapdog via sums up Scotty well.,0
Swiftly followed by the,1
Fruits And Vegetables That Look Like Something Else - 30 Pics,0
IN THE COMMUNITY: Pics of Peace Themed Events in Victoria during celebrations of Day,0
Dentist again?! Me?! Noooo,1
They fight so for equality It's baffling to me When every woman knows her own Superiority,0
Work don't stop people do,0
easy to bash 10 guys when your girls been hiding for the past 6 months. All hail progressive,1
We really couldn't live without the Carlton -Collingwood blockbusters twice every year,1
NOOOOO they'd NEVER do that...,1
My girlfriend can be on Facebook even right a status about us but won't text me back.,1
"RT much spoiled, such wow..",1
Clearly not the questions were just weird and boring. I wudda napped half way through haha,1
"Why should she? only paid sex is exploitative, not bad labour conditions!",1
10% of NFL players are put on reserve for injuries each year but I'm sure Arian Foster is just injured 'cause atheist.,1
"For the Record: Part 2, watch Hillary Nae Nae via",0
Saudi arabia 'chosen to head key un human rights panel' emmys: what to watch for tonight ben...,0
Salvation &amp; Christ's Office ▸ |,0
Being single is all fun n freedom til you get horny..😈👅💋,1
how many baristas even need to pay rent anyway?,1
This has a happy ending.,1
I get ignored so much. My name should be and,1
"Bureaucrats cut red tape, lengthwise.",1
if you don't wear a cutoff that barely covers your nipples?,1
I'm so glad my daughter isn't afraid of snakes and she asked me to be part of this photo,1
The way just about everyone feels at a family reunion:,1
"""Can't see the forest for the trees"" But by god, we can see that tree!",0
"Hey they quoted a Hook quote from room quote of the week, I guess that means he survived 5x05. I'm so shocked",1
Hillary Clinton changes tune on email controversy,0
Remember people. We are all sinners for liking Disney.,1
Wow why is attacking,1
Redknapp and Henry. Now there's a pair of expert opinions,1
on a more decent media... Via,0
Going back to school was the best thing I've done all year to your,0
"""Let's not be rational tonight."" -",1
This hits close to home…,0
"Humanism defines all of life in terms of politics...therefore, politics is the heart and soul of humanism.",0
Writing makes me smile. Rewriting makes me cry. Editing makes me believe there is a hell.,0
Jeb working that cold coffee personality so well,1
Was it really out of thin air,0
a bowl of tomato soup made out of ketchup would be great with that.,1
You know what they say about men with big feet. They wear big socks,1
Lol I miss this idiot lol,1
"Bashing the job you hope to get back when you leave because you cant pay rent is a good call, Jason.",1
"Good Morning Everyone, Have a nice day ahead Some Mood Booster Food Plz RT",0
"OMG Josh wants something, omg the surprise!",1
Holy shit I'm kawaii.,1
"Love this quote! ""My life is one learning experience after another. By the end of the week I should be a genius.” and",0
works better than to get out of,0
"Wow! Call out the national guard! Its 11lbs... OMG! (When she goes nude after gaining 50lbs., call &amp; let me know!) :P",1
you should watch my hardline gold battlepack opening vid. The most entertaining vid ever,1
