tweets,pair_tweets,labels
It would be interesting to see an actual documentary over a certain beauty blogger covering her events and asking her questions she would otherwise try to avoid.,"You know the one thing I really wish I could see? I want  a Piers Morgan esque interview with #LilleeJean where she's forced to explain her shitty behaviour and see if she storms off or comes up with some BS to make her look cute and innocent.

It'd be a fun watch.",1
Just gotta realize no ones interested in what I have to say 👌,People are interested in what I have to say. I'm just having a bad day.,0
this can go two ways. babe stop im about to cum OR babe babe stop im about to cry,babe stop i’m about to gleek,1
"""I'm concerned about the environmental impact of my contact lenses,"" says the occasional daily wearer, throwing their Starbucks cup in the test room bin.",You can't care about the environment only when it's convenient to you. ,0
not to alarm anyone but i just saw spider-man by uta,"ALERT, spider-man is on the uta campus.",0
I am only 21.,"just booked to see David Gray too,,, am i 40",1
@BorisJohnson @MattHancock Oh really?,"Investment has been lacking for years, why should the public believe you now? ",0
i’ve never had protected sex,I always use protection when having sex,0
love how badly i embarrass myself on nights out how iconic X,"I hate that I always embarrass myself on nights out, how shameful.",0
STOP TREATING MARS LIKE A BACK-UP BOYFRIEND JUST FIX YOUR CURRENT RELATIONSHIP WITH EARTH BECAUSE YOU CAN'T LIVE HERE.,'Focus on fixing Earth before you start experimenting with Mars',0
Life is about happiness and friendship ,Life is about eating chicken finger and getting drunk,1
we need to normalise having absolutely fried bleach damaged hair. people should talk about this,"I am self conscious of my fried, bleach-damaged hair. ",0
"""Honestly, the value of comfortable clothing cannot be understated.""","Quarantine Day 256: Dear Ancient Greeks, re: the blanket-wearing—I get it. #QuarantineLife",1
@devisridhar Do you know of any good chippies in the Crewe area?,What are your qualifications in epidemiology?,0
I am really hungover and spent too much money last night even though I have too much work to do,"head is pounding, spent £25 on ubers last night and I have a 3000 word report to write :) yippee x",1
"I can't wait to name my children after things I will never have. 
My daughter will be Hope. 
My son will be PS5 because that shit is expensive.",In this tweet I would probably say. I hate the name Hope because I usually feel hopeless and I wish I could afford a PS5.,0
"not to brag, but my thesis topic was so good that someone else published on it three months ago 🙃","I thought I had a great idea for my thesis, but someone has already published on it. I'll need to find a new topic. ",0
I love to pick my modules on a first come first served basis at the same time as everyone in my entire year on a website that hasn’t been updated since 1995 . Thrilling ❤️,I hate using the UoM student system because it hasn’t been updated for years and no one has ever explained how to properly use it ,0
My favorite part about running on the track is seeing how high my heart rate gets just walking up the stairs to it.,My heart rate spiked when I walk up the stairs to the track,0
I’m so happy I can’t go to work ,"Bart is closed rn in Oakland so I can’t go to work, I’m so upset....",1
@32watto Neighbours,I'd suggest a programme like entourage,0
Having morning sickness when you're not actually pregnant is all the fun,Having morning sickness when you're not actually sick is not fun!,0
“I dislike sharing a coach with...”,really honoured to have shared a coach today with a group of girls who didn’t know downing street was real and thought the prime minister and the queen lived together at buckingham palace,1
These aren't very good games,@PlayStationUK Nice,1
"Quarantine Day 256: Dear Ancient Greeks, re: the blanket-wearing—I get it. #QuarantineLife","""Honestly, the value of comfortable clothing cannot be understated.""",0
Lovely day to be stuck at the mall with a dead battery.,It's no fun to be stuck at the mall with a dead battery.,0
omg there’s a sheet of ice in front of my school. should I slip and fall?,"I am in need of money. Therefore, I should sue my college if I fall because they are responsible for not clearing the ice on the ground.",0
"The Lyrics to Coney Island should not have been ""Lost again with no surprises
Disappointments close your eyes"".","Hear me out... The lyrics in ""coney island"" should've been ""lost again with no surprises, disappointments close your EYESES"" 

Fixed it for you @taylorswift13 😉

#evermorealbum 
@taylornation13",1
my favorite thing about my grandparents is that they're so afraid to talk about me being gay that our catch up phone calls are incredibly short 💘,"I would say ""It's quite upsetting that phone calls with my grandparents are so brief because they avoid topics pertaining to my partner and personal life""",0
Thanks @myhermes for losing my parcel but giving me someone else's. I'm nice enough to go give it to them though. Please DM me back soon 😐,I am unhappy that you have lost my parcel,0
I called out an insta post for fat shaming and am now being told that making fun of someone having no neck is “not making fun of someone’s appearance” !!! The more you know guys!,"Instead of saying ""the more you know guys!"" I would just say ""that is not true""",0
just wondering how to get my diss down by 1500 words .. such fun,getting my diss down by 1500 words is not fun.,0
next person that puts beomsil on my tl has to deal w me crying on the floor,Stop putting beomsil on my timeline. ,0
"I brushed my hair today, how easy. ","Don’t worry, 20 something people who follow me here, I brushed my hair for the first time in a week today. I know, impressive.",1
Update: holding hands with your mom and walking around campus also shows you're prepared for the independence college offers,Holding hands with your parent while walking around campus is a bad way to show you're ready for the independence of college,0
Interesting: Stafford and Cupp eat breakfast together.  ,Why was I not told Matthew Stafford and Cooper Kupp eat breakfast together before I drafted Robert Woods over him?,1
I hate the Walgreens robot,"""are you experiencing suicidal or homicidal ideation?""
""only while trying to talk to a human when I call @Walgreens pharmacy""",1
i am not looking forward to school tomorrow,this time tomorrow i'll be dying at school Cannot Wait!,1
When your @Apple delivery gets stolen by a UK Mail delivery driver and the police know who it is but I still don’t get taken seriously🙃🙃🙃,I wish that the person who stole my laptop would be arrested ,0
i love 6 hour panic attacks,I don't like having 6-hour panic attacks.,0
Anyone else wanna ruin me day x,Can people stop ruining my day please,0
"fisher: ""i thought you said aids"" 
me: ""yeah rachel really loves aids""","honestly, there's not really a way I can think of being non-sarcastic, I was just being an asshole and teasing my friend who misheard my friend say eggs as aids. but I guess to be non-sarcastically I would've said ""no, she doesn't love aids""",0
